,indexing,posSentScore,negSentScore,snowScore,title
1061,000001_2012-12-05_4,0,0,0.1843,谁还买大盘股傻呀!杂技表演 远离银行弃与“期指
1062,000001_2012-12-05_7,0,0,0.59371,金融板块再度成为暴涨的主力军 银行股领涨
1063,000001_2012-12-05_9,0,0,0.12518,没有实在性利好消息.明天低开低走.
1064,000001_2012-12-05_18,0,0,0.77346,唉，坐失一次止损的好机会
1065,000001_2012-12-05_19,0,0,0.93405,年底资金面不容乐观，此时正是减仓时。没天大利
1066,000001_2012-12-05_21,0,0,0.82274,高手们解读一下。
1067,000001_2012-12-05_22,0,0,0.44422,现在加仓，会不会有追高的危险
1068,000001_2012-12-05_27,0,0,0.01734,大跌，让世人看清，什么是垃圾股，什么是好股!
1069,000001_2012-12-05_28,0,0,0.01068,水泥机械不能涨啊
1070,000001_2012-12-05_29,0,0,0.5194,抛出换股不犹豫
1071,000001_2012-12-05_30,0,0,0.33216,2013年上证指数将攻破981点--12390点附近，反弹
1072,000001_2012-12-05_31,0,0,0.12103,对倒放量忽悠股民接盘买大盘股傻呀!杂技表演 
1073,000001_2012-12-05_32,0,0,0.28185,做空大蓝筹、＜建仓===中小板股＞买只买小盘股
1074,000001_2012-12-05_33,0,0,0.20266,上午高高兴兴冲进去，明天哭哭闹闹跑出来，哈哈
1075,000001_2012-12-05_34,0,0,0.00475,卖= 谁还买大盘股傻呀! 坚决远离银行 调仓换股
1076,000001_2012-12-05_35,0,0,0.87399,放量暴涨 逼空行情能否继续？能能能能
1077,000001_2012-12-05_40,0,0,0.938,大盘股暴涨，然后就暴跌，资金跟不上，阿呆
1078,000001_2012-12-05_41,0,0,0.02556,做空大蓝筹、远离银行 调仓换股＜建仓=中小板股
1079,000001_2012-12-05_42,0,0,0.04284,谁还买大盘股傻呀!杂技表演 坚决远离银行 调仓
1080,000001_2012-12-05_44,0,0,0.01432,A股要象港股靠拢了，蓝筹涨。垃圾股退市
1081,000001_2012-12-05_45,0,0,0.13891,草13。35买的下午一分都没赚。靠。看来明天哟啊
1082,000001_2012-12-05_46,0,0,0.00628,银行保险上涨还有点道理，券商股上涨一点道理都
1083,000001_2012-12-05_47,0,0,0.08398,！～？忽冲动！涨了80点买进去还能赚多少？
1084,000001_2012-12-05_48,0,0,0.00628,银行保险上涨还有点道理，券商股上涨一点道理都
1085,000001_2012-12-05_49,0,0,0.73937,警惕大盘跳水
1086,000001_2012-12-05_50,0,0,0.05357,券商股最不应该涨，明年券商股更糟糕，逃跑，阿
1087,000001_2012-12-05_51,0,0,0.02556,做空大蓝筹、远离银行 调仓换股＜建仓=中小板股
1088,000001_2012-12-05_54,0,0,0.1226,继续努力将期指空头打爆A股才有机会
1089,000001_2012-12-05_55,0,0,0.28185,做空大蓝筹、＜建仓===中小板股＞买只买小盘股
1090,000001_2012-12-05_57,0,0,0.3459,大盘股拉旗杆，然后慢慢出货下跌，坚决逃跑
1091,000001_2012-12-05_58,0,0,0.68817,大盘成交量放大了一倍，量再跟上可能不大，下滑
1092,000001_2012-12-05_59,0,0,0.98517,大盘股诱多小盘股诱空，卖大盘股买低价小盘绩优
1093,000001_2012-12-05_60,0,0,0.14152,11、2013年1月份迎来中小板和创业板解禁大小非
1094,000001_2012-12-05_61,0,0,0.7397,给你机会是时候准备钱抄底了
1095,000001_2012-12-05_65,0,0,0.98579,低价小盘绩优股回档坚决买入，否则明年机会都没
1096,000001_2012-12-05_66,0,0,0.00602,平安银行：银行股中的垃圾品种
1097,000001_2012-12-05_68,0,0,0.81958,大盘股一次难得逃跑机会，散户好好珍惜，哈哈，
1098,000001_2012-12-05_70,0,0,0.94961,久违的大涨啊！
1099,000001_2012-12-05_71,0,0,0.35671,再涨3毛钱，我就解套了，告别这难熬的日子
1100,000001_2012-12-05_73,0,0,0.39737,自从买了小妹我。。。。。。。。。。。。。。
1101,000001_2012-12-05_78,0,0,0.12379,买银行不如买一拖
1102,000001_2012-12-05_79,0,0,0.6912,大盘股拉旗杆，上午冲高下午回落，然后慢慢出货
1103,000001_2012-12-05_81,0,0,0.04284,谁还买大盘股傻呀!杂技表演 坚决远离银行 调仓
1104,000001_2012-12-05_87,0,0,0.85897,流入183亿，流出152亿。流入只有31.3亿元，大盘
1105,000001_2012-12-05_88,0,0,0.3459,大盘股拉旗杆，然后慢慢出货下跌，坚决逃跑，阿
1106,000001_2012-12-05_89,0,0,0.06304,今天是反弹见好就跑，明天就不好说了
1107,000001_2012-12-05_91,0,0,0.00475,卖= 谁还买大盘股傻呀! 坚决远离银行 调仓换股
1108,000001_2012-12-05_93,0,0,0.02162,远离银行 调仓换股，小盘成长股持有＞做空垃圾
1109,000001_2012-12-05_95,0,0,0.00475,卖= 谁还买大盘股傻呀! 坚决远离银行 调仓换股
1110,000001_2012-12-05_96,0,0,0.54474,做空大蓝筹、＜建仓===中小市值＞买只买小盘股
1111,000001_2012-12-05_97,0,0,0.06957,谁还买大盘股傻呀! 坚决远离银行，反弹结束。别
1112,000001_2012-12-05_98,0,0,0.22828, 小心跳水
1113,000001_2012-12-05_100,0,0,0.82957,券商股明年日子更难过，坚决卖出，阿呆
1114,000001_2012-12-05_102,0,0,0.47268,大盘300多亿就涨45个点你认为是真涨吗？
1115,000001_2012-12-05_104,0,0,0.33103,大盘股涨的多一些，点位窜的快了，中小盘没涨多
1116,000001_2012-12-05_105,0,0,0.15484,元芳电话告诉你涨的吧。
1117,000001_2012-12-05_106,0,0,0.55587,等着抄底的还在等吗？那就等吧
1118,000001_2012-12-05_107,0,0,0.29344,现在是熊市，大盘股猛拉坚决逃跑，哈哈，阿呆
1119,000001_2012-12-05_112,0,0,0.85784,有反弹不是底，没跌够，
1120,000001_2012-12-05_114,0,0,0.80293,低价绩优小盘股反弹不要轻易跑，否则拿不回来，
1121,000001_2012-12-05_115,0,0,0.72349,快跑
1122,000001_2012-12-05_116,0,0,0.1838,哈！绝对不会拉很高的，肯定高后又跌，现在卖出
1123,000001_2012-12-05_117,0,0,0.51892,等待涨停
1124,000001_2012-12-05_120,0,0,0.63386,上午冲高下午回落，套人
1125,000001_2012-12-05_121,0,0,0.52115,今天头半个小时量能太给力了！加油！
1126,000001_2012-12-05_124,0,0,0.07467,经济不好，大盘股能分多少钱给你，买大盘股笑人
1127,000001_2012-12-05_125,0,0,0.02051,没钱，大盘股长期走熊，反弹坚决逃跑，阿呆
1128,000001_2012-12-05_126,0,0,0.68336,你股票，不分红，你买股票.干什么，你是傻逼呀
1129,000001_2012-12-05_127,0,0,0.68336,你股票，不分红，你买股票.干什么，你是傻逼呀
1130,000001_2012-12-05_128,0,0,0.3446,毛股没有出现，下跌不会停止
1131,000001_2012-12-05_132,0,0,0.13914,万般打压皆为吃 万般拉抬皆为出
1132,000001_2012-12-06_5,0,0,0.11906,明天估计要跌停吧
1133,000001_2012-12-06_6,0,0,0.98963,凯诺科技：“美丽中国人”概念龙头
1134,000001_2012-12-06_10,0,0,0.03558,平安银行今天大家不要买入庄家开始骗人入场。
1135,000001_2012-12-06_11,0,0,0.01817,明天你们会收到失望的消息
1136,000001_2012-12-06_12,0,0,0.37815,立贴，明日跌停。
1137,000001_2012-12-06_14,0,0,0.50259,见好就收，贪心必被套【散户是伤疤才好就忘了痛
1138,000001_2012-12-06_23,0,0,0.12087,银行股出现分化，北京银行大股东增仓股价飙升
1139,000001_2012-12-06_27,0,0,0.7995,平安银行，放量滞涨，分歧太大，无行情，
1140,000001_2012-12-06_28,0,0,0.00391,不对称降息及不良贷款负影响将在年报集中反映!
1141,000001_2012-12-06_29,0,0,0.01012,我明天把兴业银行卖掉买进平安，哈哈
1142,000001_2012-12-06_34,0,0,0.17305,快跌爆涨过后是慢跌走货可怕哦
1143,000001_2012-12-06_35,0,0,0.96995,让蓝筹股年终奖跟股票上涨幅度挂钩，这样大蓝筹
1144,000001_2012-12-06_38,0,0,0.99313,@@@@@@全体战略投资机构:可以开始全面大胆建仓
1145,000001_2012-12-06_39,0,0,0.218,主力操盘手，你要帮我压住它，可千万别让它涨呀
1146,000001_2012-12-06_40,0,0,0.89571,中级行情，都是量能持续放大，这垃圾量，很多人
1147,000001_2012-12-06_44,0,0,0.2504,反弹很可疑
1148,000001_2012-12-06_45,0,0,0.39365,发展要涨停了空头爆仓
1149,000001_2012-12-06_46,0,0,0.95609,美丽中国.亚通股份要涨
1150,000001_2012-12-06_48,0,0,0.35054,年末行情或纠结 看好春季躁动
1151,000001_2012-12-06_49,0,0,0.81407,现在是最佳抄底时期！
1152,000001_2012-12-06_54,0,0,0.83648,脉冲反弹行情结束.昨天抢进去的赶快逃命吧.
1153,000001_2012-12-06_55,0,0,0.18756,12月6日午后大盘必涨！
1154,000001_2012-12-06_56,0,0,0.23011,现在进就是要被套，量已出股已涨，最后量跟不上
1155,000001_2012-12-06_61,0,0,0.78625,下午涨停！买入
1156,000001_2012-12-06_65,0,0,0.78458,A股明年解禁市值超1.9万亿 创业板将现解禁洪峰
1157,000001_2012-12-06_68,0,0,0.88958,反弹出来，以后不再回来股市，
1158,000001_2012-12-06_71,0,0,0.10552,███谁敢喊买就肯定跌不信走着看█████
1159,000001_2012-12-06_72,0,0,0.69966,一天都不让有好日子过，股市还要崩盘，完蛋啦，
1160,000001_2012-12-06_75,0,0,0.75592,当前市场 高手和新手的不同想法
1161,000001_2012-12-06_76,0,0,0.12239,庄家拼命吸筹！300055生态环保股万邦达我看到光
1162,000001_2012-12-06_77,0,0,0.1197,既然大盘股主力进去，怎么也要捣鼓几天出货，逢
1163,000001_2012-12-06_79,0,0,0.11313,平安主力已经出货，休想站上14元，大家还是快抛
1164,000001_2012-12-06_80,0,0,0.52006,昨天大盘股诱多很不成功，自找苦吃，哈哈，阿呆
1165,000001_2012-12-06_82,0,0,0.25854,年报不到一个月就公布了，重点关注高送转小盘股
1166,000001_2012-12-06_83,0,0,0.88209,不要犹豫，大盘股拉高坚决出货，没钱，阿呆
1167,000001_2012-12-06_84,0,0,0.8808,昨天13。35买的。今天13。5卖出了。赌小盘股去
1168,000001_2012-12-06_86,0,0,0.98631,要番本应高度关注601608中信重工突破5元升幅会
1169,000001_2012-12-06_88,0,0,0.78787,昨天涨的今天会回吐吗。
1170,000001_2012-12-06_89,0,0,0.11739,国内银行股散户不能买时机未到。一孔之见欢迎
1171,000001_2012-12-06_90,0,0,0.27366,欧美银行股暴涨  开盘加仓   昨天买少啦
1172,000001_2012-12-06_91,0,0,0.00154,平安银行风险凸显:S上石化/股改.送股.不除权.还
1173,000001_2012-12-06_93,0,0,0.45895,一个字：跑
1174,000001_2012-12-07_0,0,0,0.10677,大智慧F10--平安银行增发证监会12年10月份就已
1175,000001_2012-12-07_1,0,0,0.90951,中天科技600522开始进军锂电池领域，拟出资设立
1176,000001_2012-12-07_2,0,0,0.90951,中天科技600522开始进军锂电池领域，拟出资设立
1177,000001_2012-12-07_3,0,0,0.09489,平安银行——还可以继续持有吗？大家是怎么看的
1178,000001_2012-12-07_11,0,0,0.90677,这波突破净资产
1179,000001_2012-12-07_14,0,0,0.05678,大盘股拉高坚决出货，没利好消息.明天低开低走.
1180,000001_2012-12-07_15,0,0,0.96155,大象狂舞2012.12.9：卖了股票买什么？邮市投资
1181,000001_2012-12-07_16,0,0,0.31341,短线高手特此通知：重大策略出台！！！
1182,000001_2012-12-07_17,0,0,0.31341,短线高手特此通知：重大策略出台！！！
1183,000001_2012-12-07_18,0,0,0.10552,███谁敢喊买就肯定跌不信走着看█████
1184,000001_2012-12-07_19,0,0,0.42124,着个垃圾股票啊，卧操
1185,000001_2012-12-07_21,0,0,0.06723,尾盘满仓博利好
1186,000001_2012-12-07_24,0,0,0.03107,平安银行 涨一天横五天的走势
1187,000001_2012-12-07_25,0,0,0.14755,银行保险短线上涨充分，建议高抛，回调在补回，
1188,000001_2012-12-07_26,0,0,0.07849,大盘量能开始背离，小心，阿呆
1189,000001_2012-12-07_27,0,0,0.07849,大盘量能开始背离，小心，阿呆
1190,000001_2012-12-07_28,0,0,0.95643,2050点成功站住。向上攻击2100.
1191,000001_2012-12-07_35,0,0,0.8701,比起其它医药股，超跌股——鲁抗医药600789，值
1192,000001_2012-12-07_37,0,0,0.0509,有是大单托盘 
1193,000001_2012-12-07_38,0,0,0.04976,拉涨停空头爆仓!!!!!!!!!!!!!!!!!!!!!!
1194,000001_2012-12-07_40,0,0,0.92243,前几天暴跌主力不理智，现在暴涨主力更不理智，
1195,000001_2012-12-07_41,0,0,0.92243,前几天暴跌主力不理智，现在暴涨主力更不理智，
1196,000001_2012-12-07_44,0,0,0.49031,　　重庆啤酒一旦启动涨停连涨三年，60-80元长
1197,000001_2012-12-07_45,0,0,0.98081,小打小闹的改革，目的多发股票，利空，跑，阿呆
1198,000001_2012-12-07_50,0,0,0.20166,城镇化龙头中的龙头
1199,000001_2012-12-07_51,0,0,0.35121,12深证指数和创业板指数估值太高加跌多一半合
1200,000001_2012-12-07_52,0,0,0.18279,要快！全仓转向000951重汽■■底部无小非罕见，
1201,000001_2012-12-07_55,0,0,0.20957,踏空比被套更不爽
1202,000001_2012-12-07_56,0,0,0.61069,涨不动，多头创造条件也要涨，蛮干，阿呆
1203,000001_2012-12-07_59,0,0,0.39076,证监会决定创业板大非，三年不减持。
1204,000001_2012-12-07_60,0,0,0.60572,快减仓！
1205,000001_2012-12-07_62,0,0,0.17239,平安银行欠一个涨停板！
1206,000001_2012-12-07_63,0,0,0.99842,不要幻想有中级行情，时间、基本面都不对，跑，
1207,000001_2012-12-07_64,0,0,0.51456,现在不抄底机会不会再有
1208,000001_2012-12-07_65,0,0,0.11197,哈哈！！！太开心了，刚才13.97出货成功，小散
1209,000001_2012-12-07_66,0,0,0.1391,兴业银行12.36元向人保增发--现在价格接近14元
1210,000001_2012-12-07_70,0,0,0.07816,大盘股这两天不跑，过两天割肉跑，哈哈，阿呆
1211,000001_2012-12-07_71,0,0,0.98443,地产是带领大盘突破2040的主要力量
1212,000001_2012-12-07_72,0,0,0.17513,主力深陷大盘股，肯定反复折腾出货，一个字跑，
1213,000001_2012-12-07_74,0,0,0.50465,大底已至
1214,000001_2012-12-07_75,0,0,0.64635,期指上行，拖不动沉重大盘，大盘股逢高跑，阿呆
1215,000001_2012-12-07_77,0,0,0.04211,哈！平安银行绝对不可能上14元，大家还是快跑吧
1216,000001_2012-12-07_78,0,0,0.98631,要番本应高度关注601608中信重工突破5元升幅会
1217,000001_2012-12-07_83,0,0,0.01184,别的银行增发都批了，为何平安拖了一年多也不批
1218,000001_2012-12-07_87,0,0,0.69502,▌机构预判医药股高估值难以为继 将现崩盘式下
1219,000001_2012-12-07_89,0,0,0.99093,●北京新房年内销售额突破2100亿 创近三年新高 
1220,000001_2012-12-07_92,0,0,0.00073,平安银行只有上涨可能！-跌多了，平安集团有可
1221,000001_2012-12-07_93,0,0,0.48823,今年两次降息利好将兑现 房贷利率元旦下调
1222,000001_2012-12-07_94,0,0,0.48823,今年两次降息利好将兑现 房贷利率元旦下调
1223,000001_2012-12-07_95,0,0,0.05248,买大盘股傻呀!回落，套人 坚决远离银行
1224,000001_2012-12-07_98,0,0,0.99548,美国金融危机后美国银行2.5元涨到现在10.50元
1225,000001_2012-12-07_99,0,0,0.13424,你不看好为何烂着不走？
1226,000001_2012-12-07_102,0,0,0.98415,习主席赴深圳金融改革 平安银行周一一字涨停
1227,000001_2012-12-07_103,0,0,0.32958,不要买在QFii后面。
1228,000001_2012-12-07_104,0,0,0.35721,增发价16元.现价14.02元
1229,000001_2012-12-07_105,0,0,0.034,千万别卖还不到顶部
1230,000001_2012-12-07_106,0,0,0.12206,为什么还不增发？？
1231,000001_2012-12-07_107,0,0,0.03961,别忘了你是深圳乃是A股的龙头！！
1232,000001_2012-12-07_112,0,0,0.43682,年报还剩二十天就公布了，重点关注高送转小盘股
1233,000001_2012-12-07_115,0,0,0.85273,外国QFBA已进场！目标20000点！周一最后进场机
1234,000001_2012-12-07_116,0,0,0.42294,＜＜下跌------反抽---再跌 ＞＞大盘股脉冲行情
1235,000001_2012-12-07_117,0,0,0.19967,平安银行 短期内需要规避风险
1236,000001_2012-12-07_118,0,0,0.12186,险资拉抬银行股为做年报业绩，赚钱的朋友可以趁
1237,000001_2012-12-07_119,0,0,0.789,本世纪抢反转利器中，涨是大盘10倍跌却与大盘同
1238,000001_2012-12-07_122,0,0,0.5,重大利好
1239,000001_2012-12-10_0,0,0,0.09198,【平安银行】注意高位回调风险，切记追高
1240,000001_2012-12-10_1,0,0,0.00024,外资热钱大都不敢买A股，唯独就敢买银行股！为
1241,000001_2012-12-10_7,0,0,0.61275,年报不到20天就公布，重点关注高送转小盘股亚太
1242,000001_2012-12-10_9,0,0,0.42748,机构出逃手法：先诱多再狂杀===走要坚决你一冲
1243,000001_2012-12-10_10,0,0,0.3508,抄底600300
1244,000001_2012-12-10_15,0,0,0.01838,平安银行未来商业银行龙头！-借助平安集团的管
1245,000001_2012-12-10_17,0,0,0.87144,逢高坚决逃跑，耐心等待中阴线，哈哈，阿呆
1246,000001_2012-12-10_19,0,0,0.75121,上周暴跌主力玩火，本周暴涨又在玩火，玩火自焚
1247,000001_2012-12-10_20,0,0,0.23682,大盘反弹 怎能少了001这位老大  何况现价还打折
1248,000001_2012-12-10_21,0,0,0.00833,大家注意一点--平安银行现股价低于净资产2.50元
1249,000001_2012-12-10_22,0,0,0.36571,明天涨停！
1250,000001_2012-12-10_24,0,0,0.90677,大盘隐现疲态，短线回调不可避免，哈哈，阿呆
1251,000001_2012-12-10_26,0,0,0.57197,主力拉到极致，散户出货到极致，暴涨意味暴跌，
1252,000001_2012-12-10_29,0,0,0.95568,桐昆股份得益于PTA期货暴涨，效益全面改善！
1253,000001_2012-12-10_31,0,0,0.04049,四大主力密集抄底（附股）--积极关注华夏、平安
1254,000001_2012-12-10_33,0,0,0.28782,制造任何题材都是为了一个目的：忽悠散户进场接
1255,000001_2012-12-10_35,0,0,0.27486,凡是放量时，就是最高时。
1256,000001_2012-12-10_38,0,0,0.70915,新股将继续发，大小非照样减，你一冲动，就被套
1257,000001_2012-12-10_39,0,0,0.33847,哈！14.10全部跑完，现在等着13.5再接回散户们
1258,000001_2012-12-10_40,0,0,0.93322,机构出逃手法揭秘：上午诱多，下午狂杀走要坚决
1259,000001_2012-12-10_41,0,0,0.0201,减仓为上！     调仓换股＜＜建仓==只买小盘股
1260,000001_2012-12-10_43,0,0,0.04809,＜急惦急惦硕鼠还在被套＞
1261,000001_2012-12-10_44,0,0,0.20588,放量了，基本结束了，该进的进了，不进的不会再
1262,000001_2012-12-10_45,0,0,0.76083,快跑啊 大盘要跌了
1263,000001_2012-12-10_46,0,0,0.95829,今日抛出换股没说的，买进中福待涨
1264,000001_2012-12-10_47,0,0,0.19798,（ 600463）空港股份，启动暴涨，强力买入！
1265,000001_2012-12-10_49,0,0,0.68241,大家不要买入庄家开始骗人入场。上行压力越来
1266,000001_2012-12-10_51,0,0,0.20288,谁还买大盘股傻呀!杂技表演 坚决远离000001银行
1267,000001_2012-12-10_52,0,0,0.0029,远离银行 调仓换股＜建仓=中小板股＞只买小盘股
1268,000001_2012-12-10_55,0,0,0.03339,平安银行是今日唯一下跌银行股-居然比不上二线
1269,000001_2012-12-10_56,0,0,0.27025,民生银行一直创新高，这个垃圾还没涨到净资产
1270,000001_2012-12-10_59,0,0,0.78878,大盘股短线坚决逃跑，不要幻想，阿呆
1271,000001_2012-12-10_60,0,0,0.00029,银行股中垃圾，平安银行，宁波银行
1272,000001_2012-12-10_61,0,0,0.89645,新民科技！杨子新材！暴涨开始！抢入！
1273,000001_2012-12-10_62,0,0,0.53957,大盘股短线不出来看看，头脑有问题，哈哈，阿呆
1274,000001_2012-12-10_63,0,0,0.53957,大盘股短线不出来看看，头脑有问题，哈哈，阿呆
1275,000001_2012-12-10_64,0,0,0.99817,巴安水务是智能城市美丽中国坑定涨停
1276,000001_2012-12-10_65,0,0,0.91976,巴安水务是智能城市今天坑定是涨停
1277,000001_2012-12-10_68,0,0,0.02699,未到16.61元，决不卖平安银行！
1278,000001_2012-12-10_69,0,0,0.10552,███谁敢喊买就肯定跌不信走着看█████
1279,000001_2012-12-10_70,0,0,0.62397,中国核电等大型ipo要开始了，减仓为上！
1280,000001_2012-12-10_71,0,0,0.63028,成功获得过
1281,000001_2012-12-11_2,0,0,0.99983,看连续10年每股收益（业绩）国际资本瞄准深发展
1282,000001_2012-12-11_3,0,0,0.77291,大盘股风险==脉冲行情 回落套人=直接放量下跌
1283,000001_2012-12-11_9,0,0,0.91674,短线调整开始，年尾春节资金紧！
1284,000001_2012-12-11_12,0,0,0.07568,年底炒业绩，平安银行业绩支撑，持股心不慌
1285,000001_2012-12-11_13,0,0,0.58028,平安银行    大龙快过，小龙复出。会随年份下跌
1286,000001_2012-12-11_18,0,0,0.32751,日K太高注意风险
1287,000001_2012-12-11_19,0,0,0.89044,在高位引诱天真散户接盘，主力想跑高危信号，注
1288,000001_2012-12-11_20,0,0,0.69409,大盘股风险脉冲行情 回落套人 -------＜小盘股=
1289,000001_2012-12-11_24,0,0,0.72349,快跑啊
1290,000001_2012-12-11_26,0,0,0.95074,大盘股脉冲行情 回落套人 ＜小盘低价绩优股逢低
1291,000001_2012-12-11_27,0,0,0.13461,有大行情就应该有回调，不回调说明根本不想做大
1292,000001_2012-12-11_29,0,0,0.31519,在高位引诱天真呆子散户接盘，主力想逃跑，阿呆
1293,000001_2012-12-11_31,0,0,0.33913,拉煤炭出货！
1294,000001_2012-12-11_33,0,0,0.95751,房地产新星600622即将爆发！看看600748，600684
1295,000001_2012-12-11_34,0,0,0.12787,要快！全仓转向▲▲无小非双料龙头—000951重汽
1296,000001_2012-12-11_35,0,0,0.2195,离净资产15。82还有近2元的上升空间呢，俺毫不
1297,000001_2012-12-11_37,0,0,0.63132,今下午直接放量下跌，让你们接盘去
1298,000001_2012-12-11_38,0,0,0.07929,发现大盘太重，涨一点，越来越费劲，需要巨量资
1299,000001_2012-12-11_39,0,0,0.37374,大盘一声命下就涨了，有人说一声就跌了。真的有
1300,000001_2012-12-11_40,0,0,0.96916,比起其它医药股超跌股――鲁抗医药600789值得
1301,000001_2012-12-11_42,0,0,0.96158,又一房地产新星即将爆发！看看600748，600684，
1302,000001_2012-12-11_45,0,0,0.55567,大盘股还跳崖跌，＜＜小盘低价绩优股=逢低坚决
1303,000001_2012-12-11_46,0,0,0.18995,再跌 ＞＞大盘股脉冲行情  呀!回落，套人 远离
1304,000001_2012-12-11_48,0,0,0.00844,买进平安银行现在才5倍市盈率即5年回本《《《《
1305,000001_2012-12-11_50,0,0,0.00844,买进平安银行现在才5倍市盈率即5年回本《《《《
1306,000001_2012-12-11_51,0,0,0.00844,买进平安银行现在才5倍市盈率即5年回本《《《《
1307,000001_2012-12-11_52,0,0,0.99529,这波反弹是大盘股出货最好机会，珍惜，阿呆
1308,000001_2012-12-11_61,0,0,0.99684,中国经营报：平安银行 稳健增长鼓舞投资者信心
1309,000001_2012-12-11_63,0,0,0.91185,平安银行完成换帅 深发展淡出舞台
1310,000001_2012-12-11_64,0,0,0.04692,致踏空平安银行者-12月11日晨是你买入平安银行
1311,000001_2012-12-11_69,0,0,0.22103,小心今日大盘回调！！
1312,000001_2012-12-11_70,0,0,0.06729,短线坚决逃跑，回调再说，看看，阿呆
1313,000001_2012-12-11_73,0,0,0.18274,注意新的酿造股酿酱油股002495佳隆
1314,000001_2012-12-11_79,0,0,0.99842,热烈祝贺民生银行股价突破平台创近五年来的新高
1315,000001_2012-12-12_6,0,0,0.18372,空头自己的心虚啊哈哈
1316,000001_2012-12-12_12,0,0,0.59926,你大爷的块买啊~
1317,000001_2012-12-12_14,0,0,0.9645,继续打压小心连底裤都输了
1318,000001_2012-12-12_15,0,0,0.56613,涨停15.52
1319,000001_2012-12-12_16,0,0,0.49709,拉高出货
1320,000001_2012-12-12_17,0,0,0.83333,股民注意啦
1321,000001_2012-12-12_19,0,0,0.06232,2点半开始跳水比赛！！！
1322,000001_2012-12-12_20,0,0,0.03559,钱都跑去抄股制期货没人买A股怎么办？
1323,000001_2012-12-12_21,0,0,0.13356,今天真的能涨停么？俺不太敢相信
1324,000001_2012-12-12_22,0,0,0.86404,指数就是创新高，很多个股也不会创新高，迷惑散
1325,000001_2012-12-12_24,0,0,0.97773,昔日龙头，未来栋梁！
1326,000001_2012-12-12_25,0,0,0.37877,马上要拉升 看灵不
1327,000001_2012-12-12_31,0,0,0.01042,000570最近1日主力成本5.47元，最近20日主力成
1328,000001_2012-12-12_33,0,0,0.97852,巴菲特在别人恐惧时贪婪 低价重仓买入银行股
1329,000001_2012-12-12_34,0,0,0.08959,现别卖到顶部再给庄家
1330,000001_2012-12-12_36,0,0,0.57126,年尾春节，不宜追高！
1331,000001_2012-12-12_40,0,0,0.99992,中信信托13亿融资三峡全通面临兑付危机
1332,000001_2012-12-12_41,0,0,0.10552,███谁敢喊买就肯定跌不信走着看█████
1333,000001_2012-12-12_43,0,0,0.78646,600020.很便宜赶快买
1334,000001_2012-12-12_44,0,0,0.16071,过去5年融资发新股是很重的，目前有些偏沉，股
1335,000001_2012-12-12_45,0,0,0.72929,多头在高位凳的时间越长，死的越惨，哈哈，阿呆
1336,000001_2012-12-12_46,0,0,0.66286,中枢下降是肯定的，将来还有再下降的可能，现在
1337,000001_2012-12-12_48,0,0,0.36846,供给端政策收紧或经历较长时间调整的小金属如
1338,000001_2012-12-12_49,0,0,0.02938,这两天不主动回调，过两天要暴跌，小心，阿呆
1339,000001_2012-12-12_52,0,0,0.19922,20121212今天看涨，大盘或收中阳
1340,000001_2012-12-12_55,0,0,0.92057,40昨晚美股突破新高。暴涨100多点
1341,000001_2012-12-12_56,0,0,0.92057,40昨晚美股突破新高。暴涨100多点
1342,000001_2012-12-13_0,0,0,0.64832,浙江东方发财买进
1343,000001_2012-12-13_1,0,0,0.90395,高位引诱天真散户接盘，主力想跑---高危信号，
1344,000001_2012-12-13_4,0,0,0.29193,36计走上策会更惨=不成为机构的牺牲品。出货。
1345,000001_2012-12-13_5,0,0,0.51066,远离银行 调仓换股，小盘 成长股持有＞做空大蓝
1346,000001_2012-12-13_16,0,0,0.80081,调整还是新一轮下跌开始了?
1347,000001_2012-12-13_18,0,0,0.66797,你买股票.不分红.你买股票.干什么，你是傻逼呀
1348,000001_2012-12-13_19,0,0,0.57451,定的2.30开始表演跳水，怎么提前了？
1349,000001_2012-12-13_21,0,0,0.7874,突然猛涨亏死做融资融券的
1350,000001_2012-12-13_28,0,0,0.88797,PTA期货大涨后，桐昆股份业绩必然暴涨
1351,000001_2012-12-13_29,0,0,0.66797,你买股票.不分红.你买股票.干什么，你是傻逼呀
1352,000001_2012-12-13_30,0,0,0.66797,你买股票.不分红.你买股票.干什么，你是傻逼呀
1353,000001_2012-12-13_33,0,0,0.19525,会议预计周末召开 财经高官调整随后揭晓
1354,000001_2012-12-13_34,0,0,0.94123,大盘前期缺口受阻，前期热门股退烧，清仓观望
1355,000001_2012-12-13_35,0,0,0.86113,600614，一周目标位13.20，看好啦！立贴为证！
1356,000001_2012-12-13_36,0,0,0.00569,内部消息：2012年分红平安银行10送5转5派5元
1357,000001_2012-12-13_38,0,0,0.99075,如果这波行情不能成功突破2145，那么1950继续破
1358,000001_2012-12-13_39,0,0,0.10552,███谁敢喊买就肯定跌不信走着看█████
1359,000001_2012-12-13_40,0,0,0.04096,抛出银行不犹豫，换股操作
1360,000001_2012-12-13_41,0,0,0.98254,大盘就是横盘几天向上走，没回调突破是假突破，
1361,000001_2012-12-13_44,0,0,0.10552,███谁敢喊买就肯定跌不信走着看█████
1362,000001_2012-12-13_46,0,0,0.4009,为什么买盘总有大单？
1363,000001_2012-12-13_47,0,0,0.4443,大盘短线回调看10日线，耐心等待，阿呆
